date,ttf_price
,TTF=F
2017-10-23,18.09000015258789
2017-10-24,17.959999084472656
2017-10-25,18.110000610351562
2017-10-26,18.06999969482422
2017-10-27,18.149999618530273
2017-10-30,18.110000610351562
2017-10-31,18.28499984741211
2017-11-01,18.549999237060547
2017-11-02,18.579999923706055
2017-11-03,18.309999465942383
2017-11-06,19.010000228881836
2017-11-07,19.325000762939453
2017-11-08,19.3799991607666
2017-11-09,19.514999389648438
2017-11-10,19.81999969482422
2017-11-13,19.905000686645508
2017-11-14,19.334999084472656
2017-11-15,19.014999389648438
2017-11-16,19.200000762939453
2017-11-17,18.950000762939453
2017-11-20,19.5
2017-11-21,19.84000015258789
2017-11-22,19.700000762939453
2017-11-24,20.454999923706055
2017-11-27,20.68000030517578
2017-11-28,20.280000686645508
2017-11-29,20.350000381469727
2017-11-30,20.30500030517578
2017-12-01,20.790000915527344
2017-12-04,21.375
2017-12-05,21.405000686645508
2017-12-06,21.165000915527344
2017-12-07,21.264999389648438
2017-12-08,20.889999389648438
2017-12-11,21.135000228881836
2017-12-12,21.729999542236328
2017-12-13,20.674999237060547
2017-12-14,21.024999618530273
2017-12-15,21.010000228881836
2017-12-18,20.459999084472656
2017-12-19,19.950000762939453
2017-12-20,20.295000076293945
2017-12-21,20.0
2017-12-22,19.665000915527344
2017-12-26,19.665000915527344
2017-12-27,19.190000534057617
2017-12-28,19.704999923706055
2017-12-29,19.6200008392334
2018-01-02,19.31999969482422
2018-01-03,19.325000762939453
2018-01-04,19.200000762939453
2018-01-05,18.915000915527344
2018-01-08,19.049999237060547
2018-01-09,19.434999465942383
2018-01-10,19.325000762939453
2018-01-11,19.31999969482422
2018-01-12,19.80500030517578
2018-01-16,18.899999618530273
2018-01-17,18.440000534057617
2018-01-18,18.350000381469727
2018-01-19,18.190000534057617
2018-01-22,18.545000076293945
2018-01-23,18.200000762939453
2018-01-24,17.790000915527344
2018-01-25,17.780000686645508
2018-01-26,17.780000686645508
2018-01-29,17.395000457763672
2018-01-30,17.40999984741211
2018-01-31,17.8799991607666
2018-02-01,18.149999618530273
2018-02-02,18.15999984741211
2018-02-05,17.59000015258789
2018-02-06,17.8799991607666
2018-02-07,18.155000686645508
2018-02-08,17.739999771118164
2018-02-09,17.899999618530273
2018-02-12,17.950000762939453
2018-02-13,18.30500030517578
2018-02-14,18.075000762939453
2018-02-15,17.790000915527344
2018-02-16,18.165000915527344
2018-02-20,19.770000457763672
2018-02-21,19.780000686645508
2018-02-22,19.940000534057617
2018-02-23,20.40999984741211
2018-02-26,18.690000534057617
2018-02-27,19.19499969482422
2018-02-28,17.350000381469727
2018-03-01,17.559999465942383
2018-03-02,17.80500030517578
2018-03-05,17.514999389648438
2018-03-06,17.700000762939453
2018-03-07,17.829999923706055
2018-03-08,18.315000534057617
2018-03-09,18.940000534057617
2018-03-12,19.709999084472656
2018-03-13,19.46500015258789
2018-03-14,18.614999771118164
2018-03-15,18.799999237060547
2018-03-16,18.655000686645508
2018-03-19,18.700000762939453
2018-03-20,19.174999237060547
2018-03-21,19.389999389648438
2018-03-22,19.010000228881836
2018-03-23,18.44499969482422
2018-03-26,17.989999771118164
2018-03-27,18.4950008392334
2018-03-28,18.3700008392334
2018-03-29,18.225000381469727
2018-04-02,18.225000381469727
2018-04-03,18.040000915527344
2018-04-04,18.184999465942383
2018-04-05,18.1299991607666
2018-04-06,18.18000030517578
2018-04-09,18.645000457763672
2018-04-10,18.84000015258789
2018-04-11,19.2549991607666
2018-04-12,19.21500015258789
2018-04-13,19.56999969482422
2018-04-16,19.350000381469727
2018-04-17,19.014999389648438
2018-04-18,19.309999465942383
2018-04-19,19.860000610351562
2018-04-20,19.799999237060547
2018-04-23,19.889999389648438
2018-04-24,19.674999237060547
2018-04-25,19.8799991607666
2018-04-26,20.149999618530273
2018-04-27,20.264999389648438
2018-04-30,20.559999465942383
2018-05-01,20.094999313354492
2018-05-02,19.864999771118164
2018-05-03,19.950000762939453
2018-05-04,20.420000076293945
2018-05-07,20.420000076293945
2018-05-08,20.600000381469727
2018-05-09,20.844999313354492
2018-05-10,21.0049991607666
2018-05-11,21.264999389648438
2018-05-14,21.625
2018-05-15,21.540000915527344
2018-05-16,21.670000076293945
2018-05-17,22.299999237060547
2018-05-18,22.05500030517578
2018-05-21,22.375
2018-05-22,22.905000686645508
2018-05-23,22.71500015258789
2018-05-24,22.69499969482422
2018-05-25,21.80500030517578
2018-05-29,22.655000686645508
2018-05-30,22.985000610351562
2018-05-31,22.579999923706055
2018-06-01,21.774999618530273
2018-06-04,21.905000686645508
2018-06-05,21.43000030517578
2018-06-06,21.31999969482422
2018-06-07,21.665000915527344
2018-06-08,21.540000915527344
2018-06-11,21.350000381469727
2018-06-12,21.78499984741211
2018-06-13,22.3799991607666
2018-06-14,22.354999542236328
2018-06-15,21.75
2018-06-18,22.139999389648438
2018-06-19,21.69499969482422
2018-06-20,21.5
2018-06-21,21.545000076293945
2018-06-22,21.655000686645508
2018-06-25,21.545000076293945
2018-06-26,21.4950008392334
2018-06-27,22.03499984741211
2018-06-28,21.959999084472656
2018-06-29,21.875
2018-07-02,22.239999771118164
2018-07-03,22.260000228881836
2018-07-05,22.46500015258789
2018-07-06,22.354999542236328
2018-07-09,22.729999542236328
2018-07-10,22.729999542236328
2018-07-11,22.579999923706055
2018-07-12,21.969999313354492
2018-07-13,22.264999389648438
2018-07-16,22.020000457763672
2018-07-17,21.850000381469727
2018-07-18,22.139999389648438
2018-07-19,22.155000686645508
2018-07-20,21.875
2018-07-23,22.030000686645508
2018-07-24,22.094999313354492
2018-07-25,22.170000076293945
2018-07-26,22.114999771118164
2018-07-27,21.889999389648438
2018-07-30,22.059999465942383
2018-07-31,22.114999771118164
2018-08-01,21.93000030517578
2018-08-02,21.934999465942383
2018-08-03,22.260000228881836
2018-08-06,22.5
2018-08-07,22.610000610351562
2018-08-08,22.600000381469727
2018-08-09,22.71500015258789
2018-08-10,22.8799991607666
2018-08-13,23.5
2018-08-14,23.725000381469727
2018-08-15,23.520000457763672
2018-08-16,23.834999084472656
2018-08-17,24.155000686645508
2018-08-20,24.18000030517578
2018-08-21,24.405000686645508
2018-08-22,24.450000762939453
2018-08-23,24.760000228881836
2018-08-24,24.975000381469727
2018-08-27,25.40999984741211
2018-08-28,25.360000610351562
2018-08-29,25.8700008392334
2018-08-30,26.1299991607666
2018-08-31,25.834999084472656
2018-09-04,26.709999084472656
2018-09-05,27.020000457763672
2018-09-06,27.454999923706055
2018-09-07,27.989999771118164
2018-09-10,29.125
2018-09-11,28.780000686645508
2018-09-12,27.4950008392334
2018-09-13,26.809999465942383
2018-09-14,26.93000030517578
2018-09-17,28.075000762939453
2018-09-18,27.40999984741211
2018-09-19,28.31999969482422
2018-09-20,28.59000015258789
2018-09-21,28.725000381469727
2018-09-24,29.2450008392334
2018-09-25,29.229999542236328
2018-09-26,28.260000228881836
2018-09-27,27.575000762939453
2018-09-28,27.329999923706055
2018-10-01,27.44499969482422
2018-10-02,27.2549991607666
2018-10-03,27.114999771118164
2018-10-04,27.469999313354492
2018-10-05,27.899999618530273
2018-10-08,27.219999313354492
2018-10-09,26.834999084472656
2018-10-10,26.219999313354492
2018-10-11,25.760000228881836
2018-10-12,26.6299991607666
2018-10-15,26.625
2018-10-16,26.329999923706055
2018-10-17,25.940000534057617
2018-10-18,26.024999618530273
2018-10-19,26.860000610351562
2018-10-22,26.114999771118164
2018-10-23,25.665000915527344
2018-10-24,25.260000228881836
2018-10-25,24.864999771118164
2018-10-26,24.280000686645508
2018-10-29,24.579999923706055
2018-10-30,23.875
2018-10-31,24.334999084472656
2018-11-01,23.649999618530273
2018-11-02,24.28499984741211
2018-11-05,23.809999465942383
2018-11-06,23.895000457763672
2018-11-07,24.420000076293945
2018-11-08,24.43000030517578
2018-11-09,24.325000762939453
2018-11-12,25.954999923706055
2018-11-13,26.520000457763672
2018-11-14,26.280000686645508
